Offense_id,Year,Dimension,Category,Nr_of_victims,Country_id,Victim_id
5794,2016,by form of exploitation,Forced labour,6.0,35,6
5795,2016,by form of exploitation,Forced labour,2.5,35,7
5796,2016,by form of exploitation,Forced labour,14.0,35,1
5797,2016,by form of exploitation,Sexual exploitation,2.5,35,4
5798,2016,by form of exploitation,Sexual exploitation,2.5,35,5
5799,2016,by form of exploitation,Sexual exploitation,2.5,35,6
5800,2016,by form of exploitation,Sexual exploitation,2.5,35,7
5801,2016,by form of exploitation,Sexual exploitation,2.5,35,1
5802,2017,Unknown,Unknown,2.5,35,4
5803,2017,Unknown,Unknown,2.5,35,5
5804,2017,Unknown,Unknown,2.5,35,6
5805,2017,Unknown,Unknown,2.5,35,7
5806,2017,Unknown,Unknown,7.0,35,2
5807,2017,Unknown,Unknown,2.5,35,3
5808,2017,Unknown,Unknown,8.0,35,1
5809,2017,by form of exploitation,Forced labour,2.5,35,4
5810,2017,by form of exploitation,Forced labour,2.5,35,5
5811,2017,by form of exploitation,Forced labour,2.5,35,6
5812,2017,by form of exploitation,Forced labour,2.5,35,7
5813,2017,by form of exploitation,Forced labour,8.0,35,1
5814,2017,by form of exploitation,Sexual exploitation,2.5,35,1
5815,2018,Unknown,Unknown,62.0,35,4
5816,2018,Unknown,Unknown,2.5,35,5
5817,2018,Unknown,Unknown,110.0,35,6
5818,2018,Unknown,Unknown,2.5,35,7
5819,2018,Unknown,Unknown,172.0,35,2
5820,2018,Unknown,Unknown,2.5,35,3
5821,2018,Unknown,Unknown,172.0,35,1
5822,2018,by form of exploitation,Forced labour,54.0,35,4
5823,2018,by form of exploitation,Forced labour,2.5,35,5
5824,2018,by form of exploitation,Forced labour,110.0,35,6
5825,2018,by form of exploitation,Forced labour,2.5,35,7
5826,2018,by form of exploitation,Forced labour,164.0,35,1
5827,2018,by form of exploitation,Sexual exploitation,8.0,35,4
5828,2018,by form of exploitation,Sexual exploitation,2.5,35,5
5829,2018,by form of exploitation,Sexual exploitation,2.5,35,6
5830,2018,by form of exploitation,Sexual exploitation,2.5,35,7
5831,2018,by form of exploitation,Sexual exploitation,8.0,35,1
5832,2019,Unknown,Unknown,72.0,35,4
5833,2019,Unknown,Unknown,32.0,35,5
5834,2019,Unknown,Unknown,50.0,35,6
5835,2019,Unknown,Unknown,7.0,35,7
5836,2019,Unknown,Unknown,122.0,35,2
5837,2019,Unknown,Unknown,39.0,35,3
5838,2019,Unknown,Unknown,161.0,35,1
5839,2019,Unknown,Unknown,1117.0,35,1
5840,2019,by citizenship,Benin,2.5,35,1
5841,2019,by citizenship,Burkina Faso,34.0,35,1
5842,2019,by citizenship,Guinea,2.5,35,1
5843,2019,by citizenship,Niger,2.5,35,1
5844,2019,by citizenship,Nigeria,9.0,35,1
5845,2019,by citizenship,Nationals,46.0,35,1
5846,2019,by citizenship,Togo,2.5,35,1
5847,2019,by form of exploitation,Forced labour,2.5,35,4
5848,2019,by form of exploitation,Forced labour,2.5,35,5
5849,2019,by form of exploitation,Forced labour,12.0,35,6
5850,2019,by form of exploitation,Forced labour,7.0,35,7
5851,2019,by form of exploitation,Forced labour,12.0,35,2
5852,2019,by form of exploitation,Forced labour,7.0,35,3
5853,2019,by form of exploitation,Forced labour,22.0,35,1
5854,2019,by form of exploitation,Sexual exploitation,2.5,35,4
5855,2019,by form of exploitation,Sexual exploitation,32.0,35,5
5856,2019,by form of exploitation,Sexual exploitation,2.5,35,6
5857,2019,by form of exploitation,Sexual exploitation,2.5,35,7
5858,2019,by form of exploitation,Sexual exploitation,32.0,35,3
5859,2019,by form of exploitation,Sexual exploitation,32.0,35,1
5860,2020,Unknown,Unknown,63.0,35,4
5861,2020,Unknown,Unknown,52.0,35,5
5862,2020,Unknown,Unknown,2.5,35,6
5863,2020,Unknown,Unknown,2.5,35,7
5864,2020,Unknown,Unknown,66.0,35,2
5865,2020,Unknown,Unknown,53.0,35,3
5866,2020,Unknown,Unknown,119.0,35,1
5867,2020,Unknown,Unknown,617.0,35,1
5868,2020,by citizenship,Benin,2.5,35,1
5869,2020,by citizenship,Burkina Faso,7.0,35,1
5870,2020,by citizenship,Guinea,2.5,35,1
5871,2020,by citizenship,Mali,2.5,35,1
5872,2020,by citizenship,Nigeria,6.0,35,1
5873,2020,by citizenship,Nationals,45.0,35,1
5874,2020,by citizenship,Togo,2.5,35,1
5875,2020,by form of exploitation,Forced labour,2.5,35,4
5876,2020,by form of exploitation,Forced labour,2.5,35,5
5877,2020,by form of exploitation,Forced labour,2.5,35,6
5878,2020,by form of exploitation,Forced labour,2.5,35,7
5879,2020,by form of exploitation,Forced labour,2.5,35,3
5880,2020,by form of exploitation,Forced labour,2.5,35,1
5881,2020,by form of exploitation,Sexual exploitation,2.5,35,4
5882,2020,by form of exploitation,Sexual exploitation,51.0,35,5
5883,2020,by form of exploitation,Sexual exploitation,2.5,35,6
5884,2020,by form of exploitation,Sexual exploitation,2.5,35,7
5885,2020,by form of exploitation,Sexual exploitation,51.0,35,3
5886,2020,by form of exploitation,Sexual exploitation,51.0,35,1
5887,2021,Unknown,Unknown,71.0,35,4
5888,2021,Unknown,Unknown,39.0,35,5
5889,2021,Unknown,Unknown,34.0,35,6
5890,2021,Unknown,Unknown,2.5,35,7
5891,2021,Unknown,Unknown,105.0,35,2
5892,2021,Unknown,Unknown,42.0,35,3
5893,2021,Unknown,Unknown,147.0,35,1
5894,2021,Unknown,Unknown,617.0,35,1
5895,2021,by citizenship,Benin,2.5,35,1
5896,2021,by citizenship,Burkina Faso,10.0,35,1
5897,2021,by citizenship,Ghana,2.5,35,1
5898,2021,by citizenship,Guinea,6.0,35,1
5899,2021,by citizenship,Mali,2.5,35,1
5900,2021,by citizenship,Nationals,55.0,35,1
5901,2021,by citizenship,Togo,2.5,35,1
5902,2021,by form of exploitation,Forced labour,2.5,35,4
5903,2021,by form of exploitation,Forced labour,2.5,35,5
5904,2021,by form of exploitation,Forced labour,13.0,35,6
5905,2021,by form of exploitation,Forced labour,2.5,35,7
5906,2021,by form of exploitation,Forced labour,13.0,35,2
5907,2021,by form of exploitation,Forced labour,13.0,35,1
5908,2021,by form of exploitation,Sexual exploitation,2.5,35,4
5909,2021,by form of exploitation,Sexual exploitation,49.0,35,5
5910,2021,by form of exploitation,Sexual exploitation,2.5,35,6
5911,2021,by form of exploitation,Sexual exploitation,2.5,35,7
5912,2021,by form of exploitation,Sexual exploitation,49.0,35,3
5913,2021,by form of exploitation,Sexual exploitation,49.0,35,1
5914,2022,Unknown,Unknown,447.0,35,4
5915,2022,Unknown,Unknown,589.0,35,5
5916,2022,Unknown,Unknown,136.0,35,6
5917,2022,Unknown,Unknown,62.0,35,7
5918,2022,Unknown,Unknown,569.0,35,2
5919,2022,Unknown,Unknown,665.0,35,3
5920,2022,Unknown,Unknown,1234.0,35,1
5921,2022,by citizenship,Benin,18.0,35,1
5922,2022,by citizenship,Burkina Faso,104.0,35,1
5923,2022,by citizenship,Côte d'Ivoire,539.0,35,1
5924,2022,by citizenship,Ghana,5.0,35,1
5925,2022,by citizenship,Guinea,15.0,35,1
5926,2022,by citizenship,Liberia,7.0,35,1
5927,2022,by citizenship,Mali,35.0,35,1
5928,2022,by citizenship,Niger,209.0,35,1
5929,2022,by citizenship,Nigeria,360.0,35,1
5930,2022,by citizenship,Sierra Leone,8.0,35,1
5931,2022,by citizenship,Thailand,2.5,35,1
5932,2022,by citizenship,Togo,16.0,35,1
5933,2022,by citizenship,Vietnam,72.0,35,1
5934,2022,by country of repatriation,Oman,2.5,35,1
5935,2022,by form of exploitation,Forced labour,236.0,35,4
5936,2022,by form of exploitation,Forced labour,227.0,35,5
5937,2022,by form of exploitation,Forced labour,92.0,35,6
5938,2022,by form of exploitation,Forced labour,60.0,35,7
5939,2022,by form of exploitation,Forced labour,328.0,35,2
5940,2022,by form of exploitation,Forced labour,287.0,35,3
5941,2022,by form of exploitation,Forced labour,615.0,35,1
5942,2022,by form of exploitation,Sexual exploitation,91.0,35,4
5943,2022,by form of exploitation,Sexual exploitation,334.0,35,5
5944,2022,by form of exploitation,Sexual exploitation,2.5,35,6
5945,2022,by form of exploitation,Sexual exploitation,2.5,35,7
5946,2022,by form of exploitation,Sexual exploitation,91.0,35,2
5947,2022,by form of exploitation,Sexual exploitation,334.0,35,3
5948,2022,by form of exploitation,Sexual exploitation,425.0,35,1
5949,2012,by country of repatriation,Nigeria,2.5,36,1
5950,2013,Unknown,Unknown,2.5,36,5
5951,2013,Unknown,Unknown,2.5,36,7
5952,2013,Unknown,Unknown,5.0,36,2
5953,2013,Unknown,Unknown,6.0,36,3
5954,2013,Unknown,Unknown,11.0,36,1
5955,2014,Unknown,Unknown,12.0,36,1
5956,2014,by country of repatriation,Nigeria,2.5,36,1
5957,2016,Unknown,Unknown,47.0,36,5
5958,2016,Unknown,Unknown,2.5,36,7
5959,2016,Unknown,Unknown,16.0,36,2
5960,2016,Unknown,Unknown,51.0,36,3
5961,2016,Unknown,Unknown,67.0,36,1
5962,2016,by country of repatriation,Nigeria,2.5,36,1
5963,2017,Unknown,Unknown,6.0,36,4
5964,2017,Unknown,Unknown,2.5,36,5
5965,2017,Unknown,Unknown,9.0,36,6
5966,2017,Unknown,Unknown,6.0,36,7
5967,2017,Unknown,Unknown,15.0,36,2
5968,2017,Unknown,Unknown,7.0,36,3
5969,2017,Unknown,Unknown,22.0,36,1
5970,2017,by form of exploitation,Sexual exploitation,2.5,36,1
5971,2018,by form of exploitation,Forced labour,2.5,36,1
5972,2018,by form of exploitation,Sexual exploitation,2.5,36,1
5973,2019,Unknown,Unknown,2.5,36,4
5974,2019,Unknown,Unknown,2.5,36,5
5975,2019,Unknown,Unknown,2.5,36,6
5976,2019,Unknown,Unknown,2.5,36,7
5977,2019,Unknown,Unknown,2.5,36,2
5978,2019,Unknown,Unknown,2.5,36,3
5979,2019,Unknown,Unknown,2.5,36,1
5980,2019,by form of exploitation,Sexual exploitation,2.5,36,1
5981,2020,Unknown,Unknown,2.5,36,4
5982,2020,Unknown,Unknown,2.5,36,5
5983,2020,Unknown,Unknown,9.0,36,6
5984,2020,Unknown,Unknown,2.5,36,7
5985,2020,Unknown,Unknown,9.0,36,2
5986,2020,Unknown,Unknown,2.5,36,3
5987,2020,Unknown,Unknown,9.0,36,1
5988,2020,by form of exploitation,Forced labour,2.5,36,1
5989,2020,by form of exploitation,Sexual exploitation,2.5,36,1
5990,2013,Unknown,Unknown,2.5,37,2
5991,2013,Unknown,Unknown,2.5,37,3
5992,2013,by country of repatriation,Uganda,73.0,37,1
5993,2014,Unknown,Unknown,2.5,37,2
5994,2014,Unknown,Unknown,2.5,37,3
5995,2015,Unknown,Unknown,2.5,37,2
5996,2015,Unknown,Unknown,2.5,37,3
5997,2016,by country of repatriation,Tunisia,2.5,37,1
5998,2017,by form of exploitation,Sexual exploitation,2.5,37,1
5999,2018,by form of exploitation,Forced labour,2.5,37,1
6000,2018,by form of exploitation,Sexual exploitation,2.5,37,1
6001,2019,Unknown,Unknown,2.5,37,4
6002,2019,Unknown,Unknown,5.0,37,5
6003,2019,Unknown,Unknown,2.5,37,6
6004,2019,Unknown,Unknown,2.5,37,7
6005,2019,Unknown,Unknown,2.5,37,2
6006,2019,Unknown,Unknown,5.0,37,3
6007,2019,Unknown,Unknown,6.0,37,1
6008,2019,by form of exploitation,Forced labour,2.5,37,1
6009,2019,by form of exploitation,Sexual exploitation,5.0,37,1
6010,2020,by form of exploitation,Forced labour,2.5,37,1
6011,2020,by form of exploitation,Sexual exploitation,2.5,37,1
6012,2003,by country of repatriation,Abroad,2.5,38,1
6013,2008,by country of repatriation,Abroad,2.5,38,1
6014,2010,Unknown,Unknown,14.0,38,4
6015,2010,Unknown,Unknown,2.5,38,5
6016,2010,Unknown,Unknown,2.5,38,6
6017,2010,Unknown,Unknown,2.5,38,7
6018,2010,Unknown,Unknown,16.0,38,2
6019,2010,Unknown,Unknown,2.5,38,3
6020,2010,Unknown,Unknown,16.0,38,1
6021,2011,Unknown,Unknown,48.0,38,4
6022,2011,Unknown,Unknown,2.5,38,5
6023,2011,Unknown,Unknown,9.0,38,6
6024,2011,Unknown,Unknown,2.5,38,7
6025,2011,Unknown,Unknown,57.0,38,2
6026,2011,Unknown,Unknown,2.5,38,3
6027,2011,Unknown,Unknown,57.0,38,1
6028,2012,by citizenship,Benin,50.0,38,1
6029,2012,by citizenship,Togo,2.5,38,1
6030,2014,Unknown,Unknown,2.5,38,2
6031,2014,Unknown,Unknown,2.5,38,3
6032,2017,by form of exploitation,Sexual exploitation,2.5,38,1
6033,2018,by form of exploitation,Forced labour,2.5,38,1
6034,2018,by form of exploitation,Sexual exploitation,2.5,38,1
6035,2019,by form of exploitation,Sexual exploitation,2.5,38,1
6036,2020,by form of exploitation,Forced labour,2.5,38,1
6037,2020,by form of exploitation,Sexual exploitation,2.5,38,1
6038,2003,by country of repatriation,Abroad,2.5,39,1
6039,2017,Unknown,Unknown,2.5,39,4
6040,2017,Unknown,Unknown,2.5,39,5
6041,2017,Unknown,Unknown,2.5,39,6
6042,2017,Unknown,Unknown,2.5,39,7
6043,2017,Unknown,Unknown,2.5,39,2
6044,2017,Unknown,Unknown,2.5,39,3
6045,2017,Unknown,Unknown,2.5,39,1
6046,2017,by form of exploitation,Forced labour,2.5,39,4
6047,2017,by form of exploitation,Forced labour,2.5,39,5
6048,2017,by form of exploitation,Forced labour,2.5,39,6
6049,2017,by form of exploitation,Forced labour,2.5,39,7
6050,2017,by form of exploitation,Sexual exploitation,2.5,39,4
6051,2017,by form of exploitation,Sexual exploitation,2.5,39,5
6052,2017,by form of exploitation,Sexual exploitation,2.5,39,6
6053,2017,by form of exploitation,Sexual exploitation,2.5,39,7
6054,2017,by form of exploitation,Sexual exploitation,2.5,39,1
6055,2018,by form of exploitation,Forced labour,2.5,39,4
6056,2018,by form of exploitation,Forced labour,2.5,39,5
6057,2018,by form of exploitation,Forced labour,2.5,39,6
6058,2018,by form of exploitation,Forced labour,2.5,39,7
6059,2018,by form of exploitation,Forced labour,2.5,39,1
6060,2018,by form of exploitation,Sexual exploitation,2.5,39,4
6061,2018,by form of exploitation,Sexual exploitation,2.5,39,5
6062,2018,by form of exploitation,Sexual exploitation,2.5,39,6
6063,2018,by form of exploitation,Sexual exploitation,2.5,39,7
6064,2018,by form of exploitation,Sexual exploitation,2.5,39,1
6065,2019,Unknown,Unknown,2.5,39,4
6066,2019,Unknown,Unknown,2.5,39,5
6067,2019,Unknown,Unknown,2.5,39,6
6068,2019,Unknown,Unknown,2.5,39,7
6069,2019,Unknown,Unknown,2.5,39,2
6070,2019,Unknown,Unknown,2.5,39,3
6071,2019,Unknown,Unknown,2.5,39,1
6072,2019,by form of exploitation,Forced labour,2.5,39,4
6073,2019,by form of exploitation,Forced labour,2.5,39,5
6074,2019,by form of exploitation,Forced labour,2.5,39,6
6075,2019,by form of exploitation,Forced labour,2.5,39,7
6076,2019,by form of exploitation,Sexual exploitation,2.5,39,4
6077,2019,by form of exploitation,Sexual exploitation,2.5,39,5
6078,2019,by form of exploitation,Sexual exploitation,2.5,39,6
6079,2019,by form of exploitation,Sexual exploitation,2.5,39,7
6080,2020,Unknown,Unknown,2.5,39,4
6081,2020,Unknown,Unknown,2.5,39,5
6082,2020,Unknown,Unknown,2.5,39,6
6083,2020,Unknown,Unknown,2.5,39,7
6084,2020,Unknown,Unknown,2.5,39,2
6085,2020,Unknown,Unknown,2.5,39,3
6086,2020,Unknown,Unknown,2.5,39,1
6087,2020,by form of exploitation,Forced labour,2.5,39,4
6088,2020,by form of exploitation,Forced labour,2.5,39,5
6089,2020,by form of exploitation,Forced labour,2.5,39,6
6090,2020,by form of exploitation,Forced labour,2.5,39,7
6091,2020,by form of exploitation,Sexual exploitation,2.5,39,4
6092,2020,by form of exploitation,Sexual exploitation,2.5,39,5
6093,2020,by form of exploitation,Sexual exploitation,2.5,39,6
6094,2020,by form of exploitation,Sexual exploitation,2.5,39,7
6095,2021,Unknown,Unknown,2.5,39,4
6096,2021,Unknown,Unknown,2.5,39,5
6097,2021,Unknown,Unknown,2.5,39,6
6098,2021,Unknown,Unknown,2.5,39,7
6099,2021,Unknown,Unknown,2.5,39,2
6100,2021,Unknown,Unknown,2.5,39,3
6101,2021,Unknown,Unknown,2.5,39,1
6102,2021,by form of exploitation,Forced labour,2.5,39,4
6103,2021,by form of exploitation,Forced labour,2.5,39,5
6104,2021,by form of exploitation,Forced labour,2.5,39,6
6105,2021,by form of exploitation,Forced labour,2.5,39,7
6106,2021,by form of exploitation,Sexual exploitation,2.5,39,4
6107,2021,by form of exploitation,Sexual exploitation,2.5,39,5
6108,2021,by form of exploitation,Sexual exploitation,2.5,39,6
6109,2021,by form of exploitation,Sexual exploitation,2.5,39,7
6110,2022,Unknown,Unknown,2.5,39,4
6111,2022,Unknown,Unknown,2.5,39,5
6112,2022,Unknown,Unknown,2.5,39,6
6113,2022,Unknown,Unknown,2.5,39,7
6114,2022,Unknown,Unknown,2.5,39,2
6115,2022,Unknown,Unknown,2.5,39,3
6116,2022,Unknown,Unknown,2.5,39,1
6117,2022,by form of exploitation,Forced labour,2.5,39,4
6118,2022,by form of exploitation,Forced labour,2.5,39,5
6119,2022,by form of exploitation,Forced labour,2.5,39,6
6120,2022,by form of exploitation,Forced labour,2.5,39,7
6121,2022,by form of exploitation,Sexual exploitation,2.5,39,4
6122,2022,by form of exploitation,Sexual exploitation,2.5,39,5
6123,2022,by form of exploitation,Sexual exploitation,2.5,39,6
6124,2022,by form of exploitation,Sexual exploitation,2.5,39,7
6125,2005,by form of exploitation,Forced labour,20.0,40,1
6126,2005,by form of exploitation,Sexual exploitation,2.5,40,1
6127,2006,by form of exploitation,Forced labour,2.5,40,1
6128,2007,Unknown,Unknown,25.0,40,4
6129,2007,Unknown,Unknown,28.0,40,5
6130,2007,Unknown,Unknown,6.0,40,6
6131,2007,Unknown,Unknown,7.0,40,7
6132,2007,Unknown,Unknown,31.0,40,2
6133,2007,Unknown,Unknown,35.0,40,3
6134,2007,Unknown,Unknown,78.0,40,1
6135,2008,Unknown,Unknown,27.0,40,4
6136,2008,Unknown,Unknown,20.0,40,5
6137,2008,Unknown,Unknown,2.5,40,6
6138,2008,Unknown,Unknown,2.5,40,7
6139,2008,Unknown,Unknown,31.0,40,2
6140,2008,Unknown,Unknown,22.0,40,3
6141,2008,Unknown,Unknown,53.0,40,1
6142,2008,by citizenship,Colombia,2.5,40,1
6143,2008,by form of exploitation,Forced labour,2.5,40,1
6144,2009,Unknown,Unknown,30.0,40,4
6145,2009,Unknown,Unknown,18.0,40,5
6146,2009,Unknown,Unknown,2.5,40,6
6147,2009,Unknown,Unknown,2.5,40,7
6148,2009,Unknown,Unknown,32.0,40,2
6149,2009,Unknown,Unknown,21.0,40,3
6150,2009,Unknown,Unknown,53.0,40,1
6151,2009,by citizenship,China,2.5,40,1
6152,2009,by citizenship,Colombia,2.5,40,1
6153,2009,by form of exploitation,Forced labour,2.5,40,1
6154,2009,by form of exploitation,Sexual exploitation,2.5,40,1
6155,2010,Unknown,Unknown,2.5,40,4
6156,2010,Unknown,Unknown,47.0,40,5
6157,2010,Unknown,Unknown,2.5,40,6
6158,2010,Unknown,Unknown,6.0,40,7
6159,2010,Unknown,Unknown,2.5,40,2
6160,2010,Unknown,Unknown,53.0,40,3
6161,2010,Unknown,Unknown,53.0,40,1
6162,2010,by citizenship,Colombia,53.0,40,1
6163,2010,by form of exploitation,Forced labour,12.0,40,1
6164,2010,by form of exploitation,Sexual exploitation,41.0,40,1
6165,2011,Unknown,Unknown,2.5,40,4
6166,2011,Unknown,Unknown,19.0,40,5
6167,2011,Unknown,Unknown,2.5,40,6
6168,2011,Unknown,Unknown,2.5,40,7
6169,2011,Unknown,Unknown,2.5,40,2
6170,2011,Unknown,Unknown,21.0,40,3
6171,2011,Unknown,Unknown,23.0,40,1
6172,2011,by citizenship,Colombia,21.0,40,1
6173,2011,by form of exploitation,Forced labour,2.5,40,1
6174,2011,by form of exploitation,Sexual exploitation,20.0,40,1
6175,2012,Unknown,Unknown,2.5,40,4
6176,2012,Unknown,Unknown,32.0,40,5
6177,2012,Unknown,Unknown,2.5,40,6
6178,2012,Unknown,Unknown,2.5,40,7
6179,2012,Unknown,Unknown,2.5,40,2
6180,2012,Unknown,Unknown,35.0,40,3
6181,2012,Unknown,Unknown,35.0,40,1
6182,2012,by citizenship,Colombia,2.5,40,1
6183,2012,by citizenship,Ecuador,2.5,40,1
6184,2012,by form of exploitation,Forced labour,6.0,40,1
6185,2012,by form of exploitation,Sexual exploitation,29.0,40,1
6186,2013,Unknown,Unknown,6.0,40,4
6187,2013,Unknown,Unknown,40.0,40,5
6188,2013,Unknown,Unknown,2.5,40,6
6189,2013,Unknown,Unknown,14.0,40,7
6190,2013,Unknown,Unknown,6.0,40,2
6191,2013,Unknown,Unknown,54.0,40,3
6192,2013,Unknown,Unknown,60.0,40,1
6193,2013,by citizenship,Colombia,2.5,40,1
6194,2013,by country of repatriation,Ecuador,5.0,40,1
6195,2013,by country of repatriation,Latvia,2.5,40,1
6196,2013,by country of repatriation,Mexico,2.5,40,1
6197,2013,by form of exploitation,Forced labour,23.0,40,1
6198,2013,by form of exploitation,Sexual exploitation,34.0,40,1
6199,2014,Unknown,Unknown,9.0,40,4
6200,2014,Unknown,Unknown,15.0,40,5
6201,2014,Unknown,Unknown,2.5,40,6
6202,2014,Unknown,Unknown,15.0,40,7
6203,2014,Unknown,Unknown,11.0,40,2
6204,2014,Unknown,Unknown,54.0,40,3
6205,2014,Unknown,Unknown,72.0,40,1
6206,2014,by citizenship,Canada,2.5,40,1
6207,2014,by citizenship,Colombia,19.0,40,1
6208,2014,by citizenship,India,2.5,40,1
6209,2014,by citizenship,Peru,2.5,40,1
6210,2014,by country of repatriation,Ecuador,2.5,40,1
6211,2014,by form of exploitation,Forced labour,35.0,40,1
6212,2014,by form of exploitation,Sexual exploitation,33.0,40,1
6213,2015,Unknown,Unknown,2.5,40,4
6214,2015,Unknown,Unknown,34.0,40,5
6215,2015,Unknown,Unknown,2.5,40,6
6216,2015,Unknown,Unknown,2.5,40,7
6217,2015,Unknown,Unknown,2.5,40,2
6218,2015,Unknown,Unknown,37.0,40,3
6219,2015,Unknown,Unknown,38.0,40,1
6220,2015,by citizenship,Colombia,9.0,40,1
6221,2015,by country of repatriation,Ecuador,2.5,40,1
6222,2015,by form of exploitation,Forced labour,8.0,40,1
6223,2015,by form of exploitation,Sexual exploitation,22.0,40,1
6224,2016,Unknown,Unknown,2.5,40,4
6225,2016,Unknown,Unknown,63.0,40,5
6226,2016,Unknown,Unknown,2.5,40,6
6227,2016,Unknown,Unknown,9.0,40,7
6228,2016,Unknown,Unknown,2.5,40,2
6229,2016,Unknown,Unknown,72.0,40,3
6230,2016,Unknown,Unknown,76.0,40,1
6231,2016,by citizenship,Argentina,2.5,40,1
6232,2016,by citizenship,Colombia,11.0,40,1
6233,2016,by citizenship,Peru,2.5,40,1
6234,2016,by citizenship,Venezuela,2.5,40,1
6235,2016,by country of repatriation,Ecuador,2.5,40,1
6236,2016,by country of repatriation,Lithuania,2.5,40,1
6237,2016,by country of repatriation,Paraguay,2.5,40,1
6238,2016,by form of exploitation,Forced labour,2.5,40,4
6239,2016,by form of exploitation,Forced labour,5.0,40,5
6240,2016,by form of exploitation,Forced labour,2.5,40,6
6241,2016,by form of exploitation,Forced labour,6.0,40,7
6242,2016,by form of exploitation,Forced labour,10.0,40,1
6243,2016,by form of exploitation,Sexual exploitation,2.5,40,4
6244,2016,by form of exploitation,Sexual exploitation,44.0,40,5
6245,2016,by form of exploitation,Sexual exploitation,2.5,40,7
6246,2016,by form of exploitation,Sexual exploitation,47.0,40,1
6247,2017,Unknown,Unknown,7.0,40,4
6248,2017,Unknown,Unknown,80.0,40,5
6249,2017,Unknown,Unknown,2.5,40,6
6250,2017,Unknown,Unknown,11.0,40,7
6251,2017,Unknown,Unknown,7.0,40,2
6252,2017,Unknown,Unknown,91.0,40,3
6253,2017,Unknown,Unknown,98.0,40,1
6254,2017,Unknown,Unknown,148.0,40,1
6255,2017,by citizenship,Nationals,142.0,40,1
6256,2017,by citizenship,Paraguay,2.5,40,1
6257,2017,by citizenship,Venezuela,2.5,40,1
6258,2017,by country of repatriation,Abroad,8.0,40,1
6259,2017,by form of exploitation,Forced labour,2.5,40,4
6260,2017,by form of exploitation,Forced labour,5.0,40,5
6261,2017,by form of exploitation,Forced labour,2.5,40,6
6262,2017,by form of exploitation,Forced labour,8.0,40,7
6263,2017,by form of exploitation,Forced labour,13.0,40,1
6264,2017,by form of exploitation,Forced labour,2.5,40,1
6265,2017,by form of exploitation,Sexual exploitation,2.5,40,4
6266,2017,by form of exploitation,Sexual exploitation,65.0,40,5
6267,2017,by form of exploitation,Sexual exploitation,2.5,40,6
6268,2017,by form of exploitation,Sexual exploitation,2.5,40,7
6269,2017,by form of exploitation,Sexual exploitation,2.5,40,8
6270,2017,by form of exploitation,Sexual exploitation,69.0,40,1
6271,2017,by form of exploitation,Sexual exploitation,2.5,40,1
6272,2018,Unknown,Unknown,10.0,40,4
6273,2018,Unknown,Unknown,70.0,40,5
6274,2018,Unknown,Unknown,2.5,40,6
6275,2018,Unknown,Unknown,31.0,40,7
6276,2018,Unknown,Unknown,2.5,40,9
6277,2018,Unknown,Unknown,2.5,40,8
6278,2018,Unknown,Unknown,12.0,40,2
6279,2018,Unknown,Unknown,101.0,40,3
6280,2018,Unknown,Unknown,113.0,40,1
6281,2018,Unknown,Unknown,2.5,40,1
6282,2018,by citizenship,Argentina,2.5,40,1
6283,2018,by citizenship,Chile,2.5,40,1
6284,2018,by citizenship,Colombia,97.0,40,1
6285,2018,by citizenship,Nicaragua,2.5,40,1
6286,2018,by citizenship,Dominican Republic,2.5,40,1
6287,2018,by citizenship,Venezuela,12.0,40,1
6288,2018,by country of repatriation,Argentina,2.5,40,1
6289,2018,by country of repatriation,Abroad,63.0,40,1
6290,2018,by country of repatriation,China,8.0,40,1
6291,2018,by country of repatriation,Ecuador,2.5,40,1
6292,2018,by country of repatriation,Spain,6.0,40,1
6293,2018,by country of repatriation,Philippines,2.5,40,1
6294,2018,by country of repatriation,France,2.5,40,1
6295,2018,by country of repatriation,Netherlands,2.5,40,1
6296,2018,by country of repatriation,India,5.0,40,1
6297,2018,by country of repatriation,Italy,2.5,40,1
6298,2018,by country of repatriation,Mexico,2.5,40,1
6299,2018,by country of repatriation,Norway,2.5,40,1
6300,2018,by country of repatriation,Panama,2.5,40,1
6301,2018,by country of repatriation,Peru,2.5,40,1
6302,2018,by country of repatriation,Qatar,20.0,40,1
6303,2018,by country of repatriation,Singapore,2.5,40,1
6304,2018,by country of repatriation,Switzerland,2.5,40,1
6305,2018,by country of repatriation,Thailand,2.5,40,1
6306,2018,by country of repatriation,Venezuela,2.5,40,1
6307,2018,by form of exploitation,Forced labour,2.5,40,4
6308,2018,by form of exploitation,Forced labour,6.0,40,5
6309,2018,by form of exploitation,Forced labour,2.5,40,6
6310,2018,by form of exploitation,Forced labour,16.0,40,7
6311,2018,by form of exploitation,Forced labour,2.5,40,9
6312,2018,by form of exploitation,Forced labour,2.5,40,8
6313,2018,by form of exploitation,Forced labour,2.5,40,2
6314,2018,by form of exploitation,Forced labour,22.0,40,3
6315,2018,by form of exploitation,Forced labour,24.0,40,1
6316,2018,by form of exploitation,Forced labour,2.5,40,1
6317,2018,by form of exploitation,Sexual exploitation,8.0,40,4
6318,2018,by form of exploitation,Sexual exploitation,45.0,40,5
6319,2018,by form of exploitation,Sexual exploitation,2.5,40,6
6320,2018,by form of exploitation,Sexual exploitation,2.5,40,7
6321,2018,by form of exploitation,Sexual exploitation,2.5,40,9
